7682551,482847,5.14
7686552,495633,6.1
7761554,456884,5.13
7763082,460169,5.03
7780611,480971,4.75
7775470,478158,5.69
7774018,481937,6.01
7779711,462522,3.63
7721966,426487,6.01
7740476,498808,4.38
7733686,488205,5.06
7734953,492778,4.92
7754264,498863,4.65
7754657,492605,4.25
7722935,496953,5.14
7723818,499330,4.89
7729356,498806,4.89
7722510,423866,6.49
7723044,425404,6.52
7729702,418814,4.91
7719630,429085,5.84
7705875,424741,5.34
7704387,414973,5.98
7705409,406892,7.56
7706662,396817,5.53
7703597,388777,4.09
7702821,382798,5.47
7680949,391972,5.79
7787583,412898,5.98
7757473,413947,5.03
7752938,411136,4.11
7747288,413298,4.91
7747969,405746,4.96
7749941,399759,4.4
7754171,395164,3.45
7753429,384930,4.92
7756666,390383,4.98
7766279,385915,5.59
7766613,390766,4.23
7773674,389111,7.73
7781721,388432,3.95
7699840,420644,5.46
7700566,414126,6.46
7701341,406685,10.54
7698299,404275,8.09
7698771,396653,6.62
7703196,391942,4.86
7708260,393146,4.75
7714755,391548,5.63
7716778,400939,5.71
7721870,400378,8.76
7719934,405574,8.05
7716539,429553,5.4
7717454,424113,5.93
7717906,418726,6.39
7718829,412537,6.93
7724034,405031,6.75
7713136,408967,6.33
7708732,409665,6.08
7709489,420843,5.53
7743241,419540,5.09
7743240,413796,4.12
7743207,406505,5.57
7742493,404656,5.03
7745909,399185,4.19
7744302,396164,4.16
7758150,398994,4
7762148,399641,6.1
7763687,409231,4.81
7706752,383635,6.36
7714910,386595,6.37
7710177,384530,5.95
7717538,382656,5.23
7724169,380947,6.48
7693630,403126,5.94
7692130,407093,7.9
7698613,380699,6.11
7698201,385364,5.12
7718188,434366,5.94
7713340,433212,5.56
7712227,428446,6.27
7713122,425219,6.82
7708846,430040,5.82
7704319,422306,7.06
7698351,423522,6.62
7696125,430344,6.7
7696096,434567,6.17
7689024,429166,5
7688114,428077,5.02
7696943,420453,5.88
7692548,420395,6.56
7694324,415372,5.66
7694148,411305,5.82
7698497,410398,6.42
7702774,404399,7.21
7688476,405310,5.63
7687762,401742,4.48
7698988,416434,5.29
7702073,418596,5.64
7679794,407486,4.27
7684456,407677,5.44
7683961,412699,5.2
7683398,416566,6.73
7679453,416955,4.43
7679906,412439,3.99
7720363,417034,6.94
7723414,411303,4.66
7716545,407166,5.58
7731857,398472,4.86
7726586,401490,4.98
7726904,396896,6.59
7718401,397485,7.16
7714941,395624,5.72
7712210,400788,4.6
7714003,419900,6.25
7714485,416876,5.42
7707223,417202,4.77
7710250,413961,5.43
7713848,413224,6.71
7711345,406706,10.23
7708434,401663,5.82
7709706,395955,3.42
7707383,388136,6.54
7711360,389968,3.87
7760735,452298,4.61
7769270,463971,5.36
7772048,467450,4.36
7771091,465542,5.59
7782136,475288,4.8
7781562,477750,5.39
7787762,480236,4.22
7785957,477655,5.19
7781561,461523,5.8
7764320,469295,4.71
7762792,465289,5.08
7777247,458310,5.65
7780273,454556,5.5
7783485,467029,5.18
7784226,486369,5.69
7785860,481957,6.22
7784645,471113,6.21
7785302,474453,5.44
7779695,484532,5.14
7777932,480962,5.12
7783745,482162,5.19
7781642,483982,5.16
7778464,478697,7.05
7766197,498606,4.95
7770339,495830,6.18
7769665,492572,7.39
7781897,498502,5
7778857,495205,4.91
7773436,494523,6.59
7766249,472757,6.54
7779353,470743,5.23
7774777,466125,7.18
7774168,470138,3.85
7779110,474535,5.23
7776905,472269,8.36
7769044,480914,4.87
7738775,490675,4.59
7787537,429224,5.27
7787566,425094,5.41
7782340,424353,5.3
7782400,429315,4.78
7776427,429019,4.75
7770840,427943,5.39
7764768,427544,5.43
7757564,427090,4.86
7690342,424072,6.77
7686169,424301,6.67
7682373,424213,5.18
7678553,423123,7.19
7684390,428444,9.18
7694715,424032,6.42
7710901,425013,6.43
7752360,427275,5.18
7748338,427484,5.37
7723862,444009,4.88
7712147,444568,7.16
7711976,439224,5.28
7723835,438639,4.28
7730445,443407,5.49
7694136,468539,10.1
7692729,473893,4.78
7693644,478669,5.48
7694798,482793,7.35
7696559,487040,4.63
7698595,499267,8.09
7697593,495013,5.62
7697744,491501,5.48
7694710,463207,9.53
7678942,483452,5.22
7678260,491533,5.64
7680739,499168,5.09
7678518,495680,4.31
7678427,433625,5.05
7681197,486583,5.42
7690791,386072,5.91
7685606,385380,6.34
7686086,498425,5.29
7684227,495522,4.86
7779344,418135,5.85
7778680,414132,5.59
7776248,409222,4.17
7780117,404683,5.79
7775970,404295,5.79
7771044,405052,5.75
7766800,405178,3.9
7723480,420199,5.95
7724067,415226,8.44
7728047,414601,4.54
7730926,409075,5.22
7728546,406858,6.39
7731204,403308,6.64
7766121,412519,4.68
7770553,411449,4.31
7767168,399370,7.96
7771482,398508,9.29
7774933,399316,4.29
7778770,399464,4.94
7782133,399676,6.77
7785560,398378,3.82
7687071,419482,8.96
7689076,415523,7.38
7690337,411415,7.73
7695434,407553,8.18
7693165,388997,4.21
7696530,393717,5.48
7693451,396881,6.71
7762401,395434,6.22
7767083,395401,3.93
7774520,396114,13.21
7777237,394937,5.7
7781134,394341,3.05
7785317,393369,2.71
7787052,388772,3.13
7782468,384693,3.63
7778281,388738,6.3
7737497,416871,6.03
7737883,414919,6.7
7736555,413154,5.71
7735304,410493,3.97
7715232,466759,5.58
7712006,469402,5.76
7709379,474327,5.83
7710973,480192,4.55
7712870,483620,6.1
7717955,495934,6.3
7718554,499022,6.12
7717999,491003,5.94
7714089,485661,4.82
7761697,390561,6.04
7761864,385079,6.14
7749083,386433,4.19
7748375,382990,5.33
7786660,385458,3.27
7777624,386354,7.31
7773654,386870,6.71
7770743,389882,8.16
7769421,385533,11.29
7774623,418721,4.71
7774983,416693,5.63
7703910,416615,4.8
7784183,417396,5.46
7785443,412688,6.32
7781017,409895,5.93
7786098,401527,5.08
7768073,461740,5.25
7765791,458416,5.1
7766737,463892,4.8
7781241,458702,4.86
7781883,456467,4.05
7786713,457534,4
7783941,457104,3.76
7783427,458988,4.74
7779105,450579,6.8
7788247,448360,4.22
7771787,477287,4.12
7719574,482997,6.46
7773858,487900,5.74
7770814,482240,5.22
7770621,470087,8.99
7762891,495942,4.03
7765962,493101,4.76
7765357,489706,4.35
7762413,490779,3.48
7758453,490340,4.63
7755749,494246,6.45
7755352,487638,5.51
7768471,489133,6.96
7784274,453527,6.05
7776375,475179,6.28
7770450,486920,4.7
7739205,487302,4.52
7710212,487994,5.25
7710569,483440,8.22
7714211,474274,4.85
7713052,488104,5.4
7713506,491199,5.34
7702497,488535,5.25
7702286,484220,6.45
7693625,487241,5.03
7787624,444393,6.76
7782763,444197,9.2
7778287,444534,5.26
7771445,444141,5.55
7765099,444121,8.99
7752648,444205,7.38
7757508,444192,5.48
7753414,449205,8.77
7749392,449359,5.22
7744560,449508,4.01
7745574,453385,4.69
7741156,453349,6.32
7740424,449059,6.36
7737083,453511,6.41
7736592,449397,5.56
7706188,444588,5.91
7706541,450205,5.8
7706586,456846,5.62
7711307,456687,5.27
7712486,450225,4.46
7719034,456137,5.67
7718454,450217,4.73
7718625,444230,5.24
7730521,449095,5.52
7730499,453208,6.68
7724595,456100,9.14
7724402,450100,5.04
7772503,455288,8.39
7772406,451262,5.54
7766578,451138,7.45
7766086,455159,8.48
7700000,474602,5.16
7699837,483518,4.83
7702505,478904,6.31
7706717,484153,6.08
7748659,459252,6.38
7745623,488691,6.24
7749613,489404,5.26
7748214,485949,6.53
7745476,482541,4.88
7738205,475988,4.29
7742716,479078,4.23
7743151,475272,6.15
7750727,477027,3.82
7746564,469405,5.66
7750507,473032,5.79
7752429,481704,3.98
7753238,485453,7.08
7746268,465400,5.13
7750408,465574,7.02
7753091,467976,8.35
7754946,471693,6.83
7754077,476255,6.09
7755858,478647,6.49
7756531,468173,6.68
7749946,469207,6.84
7758857,471802,5.88
7759602,475112,7.54
7760202,478406,6.1
7759092,464511,7.62
7753270,465425,7.98
7760058,483275,3.68
7762688,479422,3.73
7762720,472209,7.09
7729870,460190,8.32
7725737,462207,7.28
7721854,463609,5.81
7718818,463648,5.2
7712127,464330,5.8
7707481,463816,8.18
7709127,466762,9.52
7707303,470337,9.02
7706403,473902,5.56
7706921,478667,5.65
7703561,474171,7.14
7703259,469192,5.62
7704645,466369,5.39
7703993,463753,5.15
7698365,463077,5.3
7698178,469023,6.63
7698240,473404,6.71
7689429,496281,4.98
7690743,497546,4.39
7702317,491327,5.4
